soil,temperature,humidity,rainfall,ph,season,region,irrigation,crop
Clay,31.25,71.98,298.1,6.62,Kharif,East,Medium,Rice
Clay,18.64,52.92,97.43,7.09,Rabi,Central,Low,Wheat
Loamy,29.16,73.69,85.18,6.21,Zaid,South,Medium,Maize
Loamy,12.36,54.06,56.65,6.88,Rabi,North,Low,Mustard
Loamy,20.07,52.07,105.12,7.25,Rabi,Central,Low,Wheat
Loamy,14.06,46.08,52.1,7.43,Rabi,West,Low,Mustard
Sandy,22.21,64.88,102.6,7.37,Kharif,South,Low,Groundnut
Loamy,30.05,77.75,220.37,6.23,Kharif,North,Medium,Rice
Loamy,26.63,59.74,95.87,7.29,Kharif,Central,Medium,Soybean
Loamy,20.64,56.37,141.11,7.2,Kharif,West,Medium,Soybean
Loamy,32.24,47.77,86.52,7.91,Kharif,Central,Medium,Cotton
Clay,13.41,46.2,108.43,6.23,Rabi,Central,Low,Wheat
Red,27.17,39.5,82.7,6.92,Kharif,Central,Low,Millet
Sandy,30.5,50.1,92.94,7.21,Kharif,West,Low,Groundnut
Sandy,27.02,51.62,72.24,6.32,Kharif,South,Low,Millet
Loamy,18.18,49.71,60.72,6.65,Rabi,West,Low,Mustard
Loamy,32.3,83.11,198.59,7.01,Kharif,South,High,Sugarcane
Loamy,18.78,51.37,106.54,5.54,Kharif,Central,Medium,Maize
Sandy,27.87,55.11,94.57,7.34,Kharif,South,Low,Groundnut
Clay,13.84,46.27,63.66,6.85,Rabi,North,Medium,Wheat
Loamy,19.15,49.63,111.17,6.38,Rabi,North,Low,Wheat
Black,26.7,68.56,107.04,6.7,Kharif,West,Low,Cotton
Clay,32.16,62.74,145.71,6.91,Zaid,East,High,Sugarcane
Sandy,14.98,45.05,61.4,6.04,Rabi,Central,Low,Mustard
Loamy,22.84,54.09,35.62,6.3,Rabi,Central,Low,Mustard
Black,24.74,66.49,86.15,6.63,Kharif,West,Medium,Cotton
Red,25.77,42.55,38.69,7.34,Kharif,West,Low,Millet
Loamy,31.35,50.97,90.28,6.36,Kharif,West,Medium,Cotton
Loamy,14.83,36.28,36.55,6.28,Rabi,West,Low,Mustard
Red,27.79,53.06,64.99,6.66,Zaid,South,Medium,Groundnut
Loamy,13.51,47.87,98.52,6.26,Rabi,West,Low,Wheat
Sandy,28.47,62.06,133.79,5.68,Kharif,Central,Medium,Maize
Red,31.5,38.06,70.5,7.26,Kharif,Central,Low,Millet
Sandy,19.98,37.61,48.23,6.56,Rabi,West,Low,Mustard
Clay,27.85,82.13,180.69,7.16,Kharif,North,High,Sugarcane
Loamy,23.42,52.99,67.64,7.0,Kharif,West,Medium,Cotton
Loamy,19.92,51.05,116.33,6.55,Rabi,West,Low,Wheat
Sandy,28.61,48.97,93.68,7.08,Zaid,South,Low,Groundnut
Clay,29.41,79.89,170.75,7.39,Zaid,North,High,Sugarcane
Clay,15.82,60.98,92.05,6.32,Rabi,West,Medium,Wheat
Loamy,17.52,48.55,65.52,7.02,Rabi,North,Low,Barley
Loamy,26.02,73.42,105.02,6.52,Kharif,Central,Medium,Soybean
Clay,23.74,59.9,103.53,7.14,Rabi,North,Medium,Wheat
Red,24.81,35.27,37.38,5.81,Kharif,South,Low,Millet
Loamy,17.77,60.64,102.36,7.22,Rabi,North,Medium,Wheat
Sandy,27.26,59.46,126.81,5.93,Zaid,North,Medium,Maize
Sandy,20.85,46.48,63.33,7.16,Rabi,North,Low,Mustard
Loamy,29.24,72.37,74.88,6.15,Kharif,North,Medium,Maize
Clay,31.98,84.02,263.33,5.71,Kharif,South,High,Rice
Sandy,27.18,50.18,100.75,6.05,Zaid,South,Medium,Groundnut
Loamy,19.44,63.66,118.66,6.1,Rabi,West,Low,Wheat
Loamy,12.43,44.23,88.9,6.87,Rabi,North,Low,Barley
Clay,22.49,45.48,86.43,6.7,Rabi,North,Medium,Wheat
Sandy,20.36,49.31,40.13,6.35,Rabi,North,Low,Mustard
Sandy,15.09,50.28,65.06,7.08,Rabi,Central,Low,Mustard
Sandy,26.36,53.89,62.96,6.85,Kharif,South,Low,Groundnut
Sandy,25.36,50.35,134.21,6.03,Kharif,North,Medium,Maize
Sandy,26.69,53.18,81.27,6.3,Kharif,Central,Low,Millet
Loamy,12.59,57.03,84.03,6.39,Rabi,North,Medium,Wheat
Loamy,21.52,63.84,200.51,6.87,Kharif,North,High,Sugarcane
Loamy,29.61,85.72,197.94,5.81,Kharif,South,High,Rice
Loamy,25.46,72.48,185.73,6.4,Kharif,North,Medium,Rice
Loamy,29.56,76.07,178.32,7.09,Kharif,North,High,Sugarcane
Sandy,17.71,52.07,58.6,6.97,Rabi,West,Low,Mustard
Red,26.11,35.11,60.25,6.56,Kharif,West,Low,Millet
Sandy,30.56,51.23,87.82,6.94,Kharif,South,Medium,Groundnut
Loamy,10.39,41.56,62.28,6.2,Rabi,West,Low,Mustard
Loamy,21.96,62.3,87.9,7.47,Kharif,West,Low,Cotton
Sandy,23.32,62.26,50.03,6.08,Kharif,West,Low,Groundnut
Loamy,25.45,66.18,203.1,6.54,Zaid,North,High,Sugarcane
Sandy,15.42,39.98,77.32,7.01,Rabi,Central,Low,Mustard
Sandy,26.52,65.89,119.52,6.56,Kharif,South,Medium,Maize
Loamy,31.37,81.52,157.95,7.51,Zaid,North,High,Sugarcane
Sandy,11.72,56.21,75.24,7.06,Rabi,North,Low,Barley
Red,27.33,59.65,52.7,5.9,Kharif,South,Low,Millet
Loamy,31.5,77.3,167.11,6.0,Kharif,North,High,Sugarcane
Clay,32.73,83.3,167.72,6.8,Zaid,South,High,Sugarcane
Loamy,18.24,37.57,26.9,6.4,Rabi,Central,Low,Mustard
Loamy,19.0,40.02,58.67,7.62,Rabi,West,Low,Mustard
Loamy,11.99,51.81,48.48,7.45,Rabi,West,Low,Barley
Clay,21.6,81.3,203.64,7.0,Kharif,South,High,Sugarcane
Loamy,20.0,62.01,99.29,7.33,Kharif,Central,Medium,Soybean
Loamy,24.78,59.94,76.51,6.34,Kharif,West,Medium,Cotton
Clay,23.5,81.91,137.15,6.36,Zaid,North,High,Sugarcane
Clay,29.49,61.0,204.04,6.66,Zaid,North,High,Sugarcane
Black,27.73,60.73,119.67,7.2,Kharif,Central,Medium,Soybean
Sandy,30.14,48.22,62.46,6.0,Zaid,South,Medium,Groundnut
Black,25.61,58.71,63.31,5.85,Kharif,South,Medium,Cotton
Black,28.26,74.94,77.87,6.15,Kharif,Central,Medium,Soybean
Black,30.11,48.2,105.84,6.91,Kharif,South,Medium,Cotton
Sandy,30.55,49.99,94.16,7.43,Zaid,West,Medium,Groundnut
Sandy,13.21,51.79,83.26,6.64,Rabi,West,Medium,Barley
Loamy,12.96,36.71,37.76,7.73,Rabi,West,Low,Mustard
Loamy,24.44,57.29,98.35,7.77,Kharif,South,Low,Cotton
Clay,28.01,72.39,231.09,6.73,Kharif,East,Medium,Rice
Loamy,22.5,63.59,123.88,6.42,Kharif,Central,Medium,Soybean
Loamy,25.46,66.44,120.39,7.72,Kharif,North,High,Sugarcane
Sandy,19.78,42.96,69.1,7.69,Rabi,North,Low,Mustard
Sandy,18.75,46.19,67.01,7.85,Rabi,North,Low,Barley
Sandy,31.5,36.24,37.87,6.78,Kharif,South,Low,Millet
Sandy,26.44,52.01,53.25,6.23,Kharif,Central,Low,Millet
Loamy,27.11,60.74,122.14,6.94,Kharif,Central,Medium,Soybean
Clay,23.72,51.37,82.28,6.64,Rabi,Central,Medium,Wheat
Loamy,21.31,60.35,63.4,6.4,Kharif,South,Medium,Maize
Loamy,11.76,48.64,54.2,6.24,Rabi,West,Low,Barley
Sandy,28.37,35.11,56.79,5.51,Kharif,Central,Low,Millet
Loamy,24.32,54.25,125.46,6.67,Kharif,North,Medium,Maize
Sandy,16.81,43.71,73.95,6.14,Rabi,North,Low,Barley
Sandy,13.86,53.14,53.52,7.43,Rabi,North,Low,Mustard
Sandy,27.26,54.11,91.52,6.03,Zaid,South,Low,Groundnut
Black,23.64,57.02,83.97,7.4,Kharif,West,Medium,Soybean
Clay,26.63,64.11,184.62,7.43,Kharif,South,High,Sugarcane
Clay,29.06,63.38,152.93,7.61,Zaid,South,High,Sugarcane
Sandy,30.17,37.47,36.18,6.46,Kharif,West,Low,Millet
Sandy,21.89,59.93,88.98,6.85,Rabi,West,Low,Barley
Loamy,23.89,83.2,119.81,7.78,Kharif,North,High,Sugarcane
Clay,31.89,81.12,297.47,6.78,Kharif,North,Medium,Rice
Loamy,12.74,51.84,58.96,6.37,Rabi,West,Medium,Barley
Sandy,26.98,71.91,70.92,6.14,Zaid,Central,Medium,Maize
Loamy,22.41,52.89,54.35,7.88,Kharif,Central,Low,Cotton
Black,27.08,65.98,127.91,6.13,Kharif,Central,Medium,Soybean
Black,20.97,56.27,130.69,6.8,Kharif,West,Medium,Soybean
Sandy,30.86,43.94,46.57,6.51,Kharif,Central,Low,Millet
Loamy,11.88,58.2,50.82,7.99,Rabi,West,Medium,Barley
Loamy,16.03,60.95,108.74,6.21,Rabi,North,Low,Wheat
Loamy,25.94,78.33,180.23,5.2,Kharif,East,High,Rice
Loamy,21.65,66.56,130.35,6.56,Kharif,West,Medium,Soybean
Loamy,26.89,83.26,313.79,5.52,Kharif,East,Medium,Rice
Loamy,21.68,63.0,132.88,6.89,Kharif,Central,Medium,Soybean
Clay,14.04,64.57,84.9,6.74,Rabi,Central,Medium,Wheat
Loamy,22.7,55.0,114.4,5.86,Kharif,South,Medium,Maize
Sandy,29.27,58.62,104.56,6.09,Zaid,North,Medium,Maize
Sandy,29.39,68.91,97.73,6.47,Zaid,Central,Medium,Maize
Sandy,18.41,69.25,123.94,6.7,Zaid,Central,Medium,Maize
Loamy,24.32,74.13,105.16,6.14,Kharif,North,High,Sugarcane
Red,22.26,45.71,93.63,6.32,Zaid,West,Medium,Groundnut
Loamy,28.64,55.47,90.1,6.07,Kharif,West,Medium,Soybean
Clay,27.2,77.78,160.47,7.63,Zaid,North,High,Sugarcane
Sandy,27.99,49.95,59.32,6.8,Kharif,South,Medium,Groundnut
Loamy,28.35,52.94,56.26,6.71,Kharif,South,Low,Cotton
Clay,27.72,79.32,253.17,6.38,Kharif,South,Medium,Rice
Clay,27.57,85.68,273.0,5.73,Kharif,South,High,Rice
Red,30.72,58.17,95.19,6.26,Zaid,South,Medium,Groundnut
Black,26.4,70.76,141.76,7.02,Kharif,West,Medium,Soybean
Loamy,24.22,49.26,88.57,7.94,Kharif,Central,Medium,Cotton
Sandy,21.16,58.88,87.91,6.93,Kharif,South,Medium,Maize
Clay,16.84,56.24,100.38,6.76,Rabi,Central,Low,Wheat
Sandy,20.62,43.5,45.12,6.41,Rabi,North,Medium,Barley
Clay,19.84,53.97,77.5,7.31,Rabi,North,Low,Wheat
Sandy,10.82,53.12,42.6,7.78,Rabi,North,Medium,Barley
Loamy,26.05,70.21,115.15,6.76,Kharif,Central,Medium,Soybean
Sandy,31.49,47.69,86.44,6.36,Kharif,Central,Low,Millet
Sandy,28.2,74.97,77.92,6.07,Kharif,North,Medium,Maize
Sandy,17.12,59.78,87.35,6.21,Rabi,North,Low,Barley
Sandy,19.07,59.88,119.77,6.24,Kharif,North,Medium,Maize
Loamy,25.07,57.25,120.08,7.31,Kharif,Central,Medium,Soybean
Loamy,23.58,46.27,28.73,6.49,Rabi,Central,Low,Mustard
Loamy,32.61,51.93,53.2,7.87,Kharif,South,Low,Cotton
Sandy,17.98,36.09,31.18,6.01,Rabi,North,Low,Mustard
Loamy,12.9,57.29,54.01,7.55,Rabi,North,Low,Barley
Loamy,17.06,46.34,91.51,6.34,Rabi,Central,Low,Wheat
Loamy,23.12,61.51,125.03,6.06,Kharif,Central,Medium,Soybean
Clay,13.39,52.8,119.9,6.29,Rabi,Central,Medium,Wheat
Loamy,16.73,47.62,61.4,7.03,Rabi,North,Medium,Wheat
Loamy,13.17,43.45,86.49,6.09,Rabi,North,Medium,Barley
Sandy,26.62,61.07,72.5,5.71,Zaid,Central,Medium,Maize
Loamy,18.11,46.87,87.46,6.65,Rabi,North,Low,Barley
Sandy,27.23,57.52,71.46,6.1,Zaid,South,Medium,Groundnut
Clay,22.61,83.44,136.22,6.46,Kharif,East,High,Sugarcane
Loamy,23.06,58.96,146.37,7.22,Kharif,West,Medium,Soybean
Loamy,29.72,67.43,123.67,6.68,Kharif,Central,Medium,Soybean
Black,25.94,57.95,135.29,6.06,Kharif,West,Medium,Soybean
Clay,19.83,64.84,119.96,6.77,Rabi,North,Medium,Wheat
Loamy,29.47,75.25,311.15,5.43,Kharif,East,High,Rice
Sandy,19.8,53.72,65.59,6.85,Rabi,North,Medium,Barley
Loamy,29.12,60.67,71.2,7.29,Kharif,Central,Low,Cotton
Loamy,20.97,51.14,31.24,7.18,Rabi,West,Low,Mustard
Loamy,30.86,88.42,250.51,5.94,Kharif,East,Medium,Rice
Red,33.67,38.04,70.95,5.93,Kharif,Central,Low,Millet
Loamy,30.65,76.02,181.12,6.6,Zaid,East,High,Sugarcane
Loamy,19.08,59.97,63.93,7.61,Rabi,West,Medium,Barley
Clay,16.48,56.3,68.92,6.24,Rabi,West,Low,Wheat
Clay,30.53,74.68,188.16,5.51,Kharif,North,High,Rice
Sandy,21.09,71.67,119.69,7.27,Kharif,North,Medium,Maize
Loamy,24.47,66.4,219.93,7.29,Zaid,South,High,Sugarcane
Loamy,18.3,55.05,120.53,7.48,Kharif,Central,Medium,Maize
Sandy,15.73,41.52,53.05,6.53,Rabi,Central,Low,Mustard
Loamy,23.79,64.06,55.03,6.21,Rabi,Central,Low,Wheat
Sandy,34.32,50.96,83.98,5.72,Kharif,West,Low,Millet
Clay,24.02,76.12,261.09,5.32,Kharif,South,High,Rice
Loamy,24.09,79.98,159.79,7.67,Zaid,South,High,Sugarcane
Red,23.13,54.71,68.7,6.68,Zaid,South,Low,Groundnut
Sandy,20.52,43.25,58.21,7.7,Rabi,West,Low,Barley
Loamy,23.89,35.28,58.1,7.71,Rabi,North,Low,Mustard
Loamy,31.9,84.11,155.86,6.09,Zaid,North,High,Sugarcane
Sandy,15.68,53.9,28.45,6.21,Rabi,West,Low,Mustard
Clay,31.09,72.28,184.53,6.14,Zaid,East,High,Sugarcane
Red,24.57,58.25,34.38,5.65,Kharif,West,Low,Millet
Loamy,13.1,58.35,95.89,6.99,Rabi,North,Medium,Wheat
Red,34.91,41.04,45.74,5.69,Kharif,Central,Low,Millet
Clay,27.12,78.31,184.65,6.43,Kharif,North,High,Sugarcane
Black,25.6,63.28,61.03,6.16,Kharif,West,Medium,Cotton
Black,22.98,61.66,122.27,6.82,Kharif,West,Medium,Soybean
Loamy,30.32,53.78,103.2,7.6,Kharif,West,Low,Cotton
Sandy,28.89,43.56,52.42,5.77,Kharif,South,Low,Millet
Loamy,16.22,46.43,81.39,7.54,Rabi,West,Medium,Barley
Loamy,15.62,63.06,53.16,7.4,Rabi,Central,Low,Wheat
Loamy,29.59,84.39,240.49,6.13,Kharif,East,Medium,Rice
Sandy,23.19,38.94,68.27,7.08,Rabi,Central,Low,Mustard
Loamy,23.11,67.84,104.15,7.62,Kharif,West,Low,Cotton
Sandy,29.24,64.24,62.53,6.97,Kharif,South,Low,Groundnut
Clay,14.37,50.83,87.06,7.32,Rabi,North,Low,Wheat
Sandy,28.87,43.61,75.2,6.59,Kharif,South,Low,Millet
Red,28.93,53.7,98.2,7.5,Kharif,West,Low,Groundnut
Loamy,19.3,56.01,81.91,5.57,Kharif,North,Medium,Maize
Sandy,12.84,40.6,55.41,7.8,Rabi,West,Medium,Barley
Loamy,20.26,71.26,95.7,5.96,Kharif,Central,Medium,Maize
Sandy,21.71,40.66,76.62,7.55,Rabi,West,Low,Barley
Loamy,12.97,45.48,32.46,7.19,Rabi,North,Low,Mustard
Clay,27.62,72.04,271.41,6.72,Kharif,East,Medium,Rice
Red,28.74,37.05,46.54,6.81,Kharif,West,Low,Millet
Red,26.26,54.07,50.34,7.17,Kharif,West,Medium,Groundnut
Loamy,26.12,78.18,210.47,6.06,Kharif,South,High,Rice
Loamy,27.13,61.81,99.94,6.74,Zaid,Central,Medium,Maize
Sandy,27.78,61.12,82.56,7.28,Zaid,South,Medium,Groundnut
Black,29.46,54.9,52.48,6.02,Kharif,South,Medium,Cotton
Loamy,30.07,89.97,221.49,5.73,Kharif,South,High,Rice
Black,27.97,70.68,100.04,6.93,Kharif,Central,Medium,Soybean
Loamy,21.17,71.82,112.33,6.09,Kharif,West,Medium,Soybean
Sandy,22.33,56.45,55.0,6.14,Kharif,West,Medium,Groundnut
Sandy,13.43,39.2,31.81,6.3,Rabi,North,Low,Mustard
Sandy,29.97,41.68,66.75,5.64,Kharif,Central,Low,Millet
Red,27.7,61.16,103.21,6.95,Kharif,West,Low,Groundnut
